,agressivite,visibilite,hstag,hstagmoyenTweet,longMoyen,frequenceFollowers,frequenceMention,frequenceAmi,refermoyenTweet,retweet,reply,Nombreurl,frenquenTweet,frequenceFavourite,,label
803,0,0.164285714,1,1,140,-9.16E-06,-6.85E-07,0,1,0,0,0,0,-2.30E-05,,1
804,0,0.082857143,1,1,138,-2.50E-04,-7.35E-06,0,0,0,0,2,0,-1.80E-05,,1
805,0,0.081428571,0,0,140,-2.07E-06,-3.55E-07,0,1,0,0,0,0,-8.03E-07,,1
806,0,0.247142857,2,2,105,-9.28E-06,-9.29E-07,0,1,0,0,1,0,-4.21E-05,,1
807,0,0.164285714,1,1,65,-5.34E-06,-6.67E-08,0,1,0,0,0,0,-2.75E-05,,1
808,0.097142857,0.380952381,2,0.666666667,139.6666667,-2.79E-06,-9.29E-08,-3.87E-09,1.333333333,0,0,3,-1.28E-07,-7.47E-05,,1
809,0.057142857,0.164285714,2,1,118,-1.06E-05,-2.97E-07,-3.43E-08,0.5,0,0,2,-1.94E-07,-7.61E-06,,1
810,0,0.165714286,2,2,64,-1.17E-03,-8.92E-05,0,0,0,0,0,0,-6.39E-04,,1
811,0.011428571,0.41,4,2,111.5,-7.36E-06,-9.22E-07,0,1.5,0,0,2,-1.31E-08,-1.56E-06,,1
812,0,0.245714286,1,1,140,-2.43E-06,-1.85E-07,0,2,0,0,1,0,-6.09E-05,,1
813,0.014285714,0.328571429,4,2,105.5,-2.22E-05,-1.07E-06,0,1,0,0,1,-1.81E-08,-1.76E-05,,1
814,0.271428571,1.031142857,36,3.6,129.3,-1.05E-02,-3.53E-05,-3.48E-09,0.9,0,0,4,-3.27E-07,-3.14E-06,,-1
815,0,0.33,3,3,140,-1.85E-04,-6.58E-06,0,1,0,0,0,0,-1.03E-04,,1
816,0,0.41,2,2,120,-7.35E-06,-4.17E-07,0,3,0,0,1,0,-1.27E-05,,1
817,0,0.082857143,1,1,21,-1.77E-06,-2.25E-08,0,0,0,0,0,0,-5.85E-06,,1
818,0.385714286,1.150659341,40,3.076923077,122.1538462,-3.73E-05,-1.23E-06,-7.51E-09,0.846153846,0,0,8,-4.99E-07,-5.16E-05,,-1
819,0,0.165714286,2,2,144,-2.64E-05,-9.13E-07,0,0,0,0,1,0,-1.02E-04,,1
820,0,0.248571429,3,3,45,-4.01E-06,-1.80E-07,0,0,0,0,0,0,-5.52E-05,,1
821,0.002857143,0.124285714,3,1.5,92,-7.92E-07,-5.97E-08,0,0,0,0,0,-3.73E-09,-2.93E-06,,1
822,0.031428571,0.288571429,5,2.5,95.5,-1.90E-04,-7.82E-06,0,0.5,0,0,1,-1.57E-07,-1.71E-04,,1
823,0.08,0.207142857,5,2.5,61.5,-6.10E-05,-1.13E-06,0,0,0,0,0,-1.66E-07,-4.23E-06,,1
824,0,0.082857143,1,1,125,-8.67E-06,-4.76E-07,0,0,0,0,1,0,-8.93E-06,,1
825,0.002857143,0.041428571,1,0.5,111,-2.43E-05,-1.00E-06,0,0,0,0,1,-1.97E-08,-2.66E-05,,1
826,0,0.164285714,1,1,100,-9.59E-07,-8.57E-08,0,1,0,0,1,0,-9.14E-05,,1
827,0,0.081428571,0,0,140,-2.00E-05,-1.04E-06,0,1,0,0,0,0,-1.83E-05,,1
828,0,0.165714286,2,2,135,-6.20E-06,-2.69E-07,0,0,0,0,0,0,-1.52E-06,,1
829,0,0.164285714,1,1,88,-5.11E-04,-2.77E-05,0,1,0,0,0,0,-7.39E-04,,1
830,0.102857143,0.101978022,16,1.230769231,47.53846154,-6.22E-06,-2.72E-07,-3.72E-09,0,0,0,1,-1.30E-07,-6.96E-06,,1
831,0.051428571,0.164285714,2,1,107.5,-3.87E-06,-2.42E-07,-3.67E-09,0.5,0,0,2,-6.24E-08,-3.16E-06,,1
832,0,0,0,0,140,-4.48E-05,-1.79E-06,0,0,0,0,1,0,-1.91E-05,,1
833,0,0.411428571,3,3,140,-1.16E-04,-6.96E-06,0,2,0,0,1,0,-3.69E-04,,1
834,0,0.41,2,2,125,-2.18E-05,-8.56E-07,0,3,0,0,1,0,-3.64E-05,,1
835,0.02,0.328571429,6,2,116.6666667,-7.02E-06,-4.06E-07,0,0.666666667,0,0,1,-6.93E-08,-1.87E-05,,1
836,0,0.247142857,2,2,74,-6.28E-05,-2.02E-06,0,1,0,0,1,0,-2.14E-04,,1
837,0,0.165714286,2,2,70,-1.89E-05,-5.27E-07,0,0,0,0,0,0,-8.02E-06,,1
838,0.714285714,0.715164835,10,0.769230769,133.0769231,-2.80E-02,-0.000130306,0,0.615384615,0,0,15,-8.94E-07,-4.90E-07,,-1
839,0,0.164285714,1,1,92,-3.84E-05,-1.28E-06,0,1,0,0,1,0,-2.02E-03,,1
840,0,0.247142857,2,2,114,-5.27E-06,-1.08E-07,0,1,0,0,1,0,-1.69E-04,,1
841,0,0.082857143,1,1,126,-1.39E-06,-7.72E-08,0,0,0,0,0,0,-5.83E-05,,1
842,0,0.247142857,2,2,126,-5.08E-06,-5.77E-07,0,1,0,0,1,0,-2.56E-04,,1
843,0,0,0,0,69,-2.64E-03,-3.10E-05,0,0,0,0,1,0,-2.89E-05,,1
844,0.02,0.676530612,9,1.285714286,119.2857143,-2.96E-04,-4.86E-06,0,1,0,0,6,-2.59E-08,-2.33E-07,,1
845,0,0.081428571,0,0,125,-3.94E-04,-7.85E-06,0,1,0,0,1,0,-3.41E-04,,1
846,0,0.081428571,0,0,77,-1.13E-05,-7.51E-07,0,1,0,0,1,0,-1.44E-04,,1
847,0,0.165714286,2,2,90,-1.92E-06,-9.30E-08,0,0,0,0,0,0,-1.04E-05,,1
848,0.225714286,0.204285714,2,0.5,76.75,-1.09E-05,-1.44E-07,0,0.5,0,0,4,-2.99E-07,-2.34E-05,,1
849,0.034285714,0.165714286,4,2,134,-7.86E-06,-2.96E-07,0,0,0,0,2,-4.39E-08,-1.92E-05,,1
850,0,0.081428571,0,0,140,-6.51E-07,-9.17E-08,0,1,0,0,0,0,-2.38E-07,,1
851,0,0.082857143,1,1,143,-2.44E-04,-1.25E-05,0,0,0,0,1,0,-1.56E-05,,1
852,0,0.082857143,1,1,40,-1.75E-04,-1.04E-05,0,0,0,0,1,0,-1.00E-04,,1
853,0,0.41,2,2,109,-1.83E-06,-2.04E-07,0,3,0,0,1,0,-2.52E-06,,1
854,0.111428571,0.572857143,8,2,114,-4.13E-05,-6.87E-07,-1.16E-08,1.25,0,0,1,-2.15E-07,-5.75E-04,,-1
855,0.365714286,1.603613445,45,2.647058824,129.1176471,-3.08E-04,-4.30E-06,0,1,0,0,14,-4.71E-07,-5.65E-06,,-1
856,0.117142857,0.082857143,8,1,90.375,-2.20E-04,-1.67E-06,-3.79E-09,0,0,0,1,-1.52E-07,-2.18E-05,,1
857,0,0.164285714,1,1,144,-1.42E-05,-5.71E-07,0,1,0,0,0,0,-8.69E-05,,1
858,0,0.162857143,0,0,140,-1.27E-05,-6.43E-07,0,2,0,0,0,0,-2.42E-05,,1
859,0,0.247142857,2,2,140,-1.43E-04,-7.97E-07,0,1,0,0,2,0,-3.00E-05,,1
860,0,0.247142857,2,2,119,-1.54E-06,-1.82E-08,0,1,0,0,1,0,-5.44E-06,,1
861,0.091428571,0.041428571,1,0.5,97,-6.28E-06,-3.62E-07,-3.81E-09,0,0,0,1,-1.18E-07,-5.45E-07,,1
862,0.117142857,0.885306122,6,0.857142857,129.5714286,-1.41E-07,-3.80E-09,-3.42E-08,1.428571429,0,0,3,-1.22E-07,-9.47E-06,,-1
863,0.24,0.548095238,11,3.666666667,143,-1.54E-06,-3.33E-09,-1.33E-08,1,0,0,4,-2.66E-07,-2.23E-06,,-1
864,0,0.165714286,4,2,37,-1.61E-05,-5.19E-07,0,0,0,0,0,0,-2.39E-05,,1
865,0.008571429,0.225,3,0.75,87.75,-2.36E-04,-1.52E-06,0,0.5,0,0,2,-1.72E-08,-1.55E-05,,1
866,0,0,0,0,140,-2.28E-05,-1.53E-06,0,0,0,0,1,0,-1.75E-04,,1
867,0,0.082857143,1,1,87,-7.41E-05,-7.35E-06,0,0,0,0,0,0,-2.01E-04,,1
868,0,0,0,0,44,-2.09E-05,-6.46E-07,0,0,0,0,1,0,-1.41E-04,,1
869,0.157142857,0.491428571,8,2,127.25,-1.09E-06,-4.81E-08,-3.20E-09,1,0,0,2,-1.73E-07,-1.26E-05,,1
870,0,0.081428571,0,0,54,-3.28E-05,-1.59E-06,0,1,0,0,1,0,-1.04E-04,,1
871,0,0.164285714,1,1,140,-4.97E-06,-8.66E-07,0,1,0,0,0,0,-9.40E-07,,1
872,0,0.328571429,2,2,95,-2.39E-03,-1.57E-05,0,2,0,0,1,0,-3.23E-05,,1
873,0.057142857,0.164285714,2,1,53.5,-1.27E-05,-5.88E-07,-1.56E-08,0.5,0,0,0,-6.23E-08,-9.97E-06,,1
874,0.005714286,0.531428571,3,1.5,114,-3.27E-05,-1.02E-06,0,2.5,0,0,1,-7.15E-09,-1.84E-05,,1
875,0,0.082857143,1,1,70,-3.84E-06,-5.78E-07,0,0,0,0,0,0,-1.09E-05,,1
876,0,0.164285714,1,1,140,-7.00E-06,-2.16E-07,0,1,0,0,1,0,-3.89E-05,,1
877,0,0.165714286,2,2,53,-1.01E-06,0,0,0,0,0,0,0,-1.31E-05,,1
878,0,0.33,3,3,101,-6.93E-06,-3.22E-07,0,1,0,0,1,0,-2.06E-06,,1
879,0,0.165714286,2,2,111,-3.94E-05,-9.46E-07,0,0,0,0,0,0,-4.47E-06,,1
880,0.002857143,0,0,0,61.5,-5.94E-05,-2.00E-06,0,0,0,0,2,-8.39E-09,-2.25E-05,,1
881,0,0,0,0,39,-1.24E-04,-5.42E-06,0,0,0,0,1,0,-9.84E-04,,1
882,0,0.081428571,0,0,140,-6.03E-07,-3.11E-08,0,1,0,0,0,0,-1.64E-05,,1
883,0,0.33,3,3,117,-9.68E-06,-2.28E-07,0,1,0,0,1,0,-1.90E-05,,1
884,0,0.165714286,2,2,49,-3.41E-07,-1.94E-08,0,0,0,0,0,0,-1.89E-06,,1
885,0,0.164285714,1,1,135,-7.18E-05,-2.37E-06,0,1,0,0,1,0,-6.07E-05,,1
886,0,0.164285714,1,1,140,-4.01E-05,-2.39E-06,0,1,0,0,1,0,-1.87E-06,,1
887,0,0.247142857,2,2,130,-2.55E-06,-1.05E-07,0,1,0,0,1,0,-7.41E-06,,1
888,0,0,0,0,140,-4.49E-06,-1.88E-07,0,0,0,0,1,0,-1.78E-06,,1
889,0.194285714,0.327142857,3,1,139,-2.92E-05,-2.06E-06,-5.91E-08,1,0,0,2,-1.77E-07,-6.29E-05,,1
890,0,0.165714286,2,2,60,-3.09E-04,-1.69E-05,0,0,0,0,1,0,-1.08E-04,,1
891,0.12,0.347857143,10,1.25,85.875,-7.30E-07,-2.77E-08,-2.77E-08,0.375,0,0,4,-2.05E-07,-2.10E-07,,1
892,0,0.164285714,1,1,140,-4.48E-04,-4.27E-06,0,1,0,0,1,0,-1.30E-03,,1
893,0,0.165714286,2,2,139,-1.89E-04,-1.49E-05,0,0,0,0,1,0,-3.70E-07,,1
894,0.031428571,0.082857143,3,1,42.66666667,-2.84E-07,-6.04E-09,-3.62E-08,0,0,0,0,-3.02E-08,-3.12E-06,,1
895,0.048571429,0.452857143,7,3.5,93.5,-5.32E-06,-5.06E-07,0,1,0,0,1,-1.04E-07,-5.65E-05,,1
896,0,0.328571429,2,2,106,-1.04E-05,-1.04E-06,0,2,0,0,1,0,-2.20E-05,,1
897,0.025714286,0.719142857,9,1.8,135.8,-1.38E-05,-5.23E-07,-1.12E-08,1.4,0,0,1,-2.24E-08,-1.34E-05,,1
898,0,0.164285714,1,1,90,-2.54E-04,-2.10E-05,0,1,0,0,1,0,-8.51E-04,,1
899,0.282857143,1.267472527,20,1.538461538,108,-1.73E-05,-6.08E-07,-5.07E-09,1.076923077,0,0,8,-4.97E-07,-1.73E-05,,1
900,0,0.081428571,0,0,97,-6.91E-07,-9.21E-09,0,1,0,0,1,0,-5.32E-05,,1
901,0,0.578571429,6,6,140,-2.95E-05,-2.88E-06,0,1,0,0,1,0,-9.25E-04,,1
902,0,0.247142857,2,2,139,-2.88E-07,-4.79E-08,0,1,0,0,0,0,-1.64E-06,,1
903,0,0.081428571,0,0,140,-5.31E-06,-3.35E-07,0,1,0,0,0,0,-9.64E-06,,1
904,0,0.247142857,2,2,140,-1.92E-06,-9.57E-08,0,1,0,0,0,0,-1.03E-05,,1
905,0,0.412857143,4,4,111,-5.39E-05,-2.06E-06,0,1,0,0,1,0,-1.22E-04,,1
906,0.011428571,0.205714286,3,1.5,85.5,-2.37E-06,-4.57E-08,0,0.5,0,0,1,-1.52E-08,-1.03E-05,,1
907,0,0.165714286,2,2,38,-2.10E-03,-0.000113167,0,0,0,0,0,0,-9.97E-04,,1
908,0.002857143,0.082857143,2,1,116,-3.70E-05,-8.89E-07,0,0,0,0,0,-3.38E-09,-1.25E-04,,1
909,0.228571429,0.288571429,10,2.5,77,-4.83E-06,-3.07E-07,-3.79E-09,0.25,0,0,3,-3.00E-07,-1.00E-04,,1
910,0.022857143,0.041428571,2,0.5,139.75,-1.76E-03,-1.79E-05,0,0,0,0,4,-2.79E-08,-1.30E-05,,1
911,0.031428571,0.474857143,9,1.8,98.2,-4.44E-06,-7.96E-08,-7.58E-09,0.8,0,0,4,-3.41E-08,-5.46E-06,,1
912,0,0.165714286,2,2,46,-1.16E-05,-5.24E-07,0,0,0,0,1,0,-1.62E-05,,1
913,0,0.081428571,0,0,140,-2.09E-06,-7.18E-08,0,1,0,0,0,0,-1.86E-05,,1
914,0.611428571,0.496904762,13,1.083333333,111.9166667,-3.52E-04,-8.21E-06,-3.63E-09,0.416666667,0,0,22,-7.73E-07,-1.58E-06,,-1
915,0,0.164285714,1,1,112,-3.56E-06,-8.71E-07,0,1,0,0,1,0,-6.01E-05,,1
916,0,0,0,0,140,-9.07E-05,-1.72E-06,0,0,0,0,1,0,-1.19E-04,,1
917,0.054285714,0.327142857,3,1,134,-4.84E-06,-4.54E-07,0,1,0,0,1,-1.16E-07,-1.53E-04,,1
918,0,0.247142857,2,2,136,-1.17E-06,-1.12E-07,0,1,0,0,0,0,-2.10E-05,,1
919,0.045714286,0.525510204,10,1.428571429,110.5714286,-1.80E-06,-1.74E-07,0,0.714285714,0,0,3,-5.92E-08,-5.27E-05,,1
920,0.04,0.371428571,7,3.5,103,-2.20E-06,-2.89E-08,-5.79E-09,0.5,0,0,1,-7.52E-08,-2.60E-05,,1
921,0,0.247142857,2,2,140,-1.09E-06,-5.74E-08,0,1,0,0,0,0,-9.71E-07,,1
922,0,0.331428571,4,4,140,-1.12E-05,-1.09E-06,0,0,0,0,1,0,-7.11E-05,,1
923,0,0.245714286,1,1,112,-1.66E-05,-1.13E-06,0,2,0,0,0,0,-1.13E-05,,1
924,0,0.164285714,1,1,140,-3.62E-06,-1.29E-07,0,1,0,0,0,0,-3.79E-05,,1
925,0,0.081428571,0,0,140,-4.83E-06,-2.58E-07,0,1,0,0,0,0,-2.71E-06,,1
926,0,0.164285714,1,1,96,-1.38E-05,-5.85E-07,0,1,0,0,1,0,-8.01E-05,,1
927,0,0.164285714,1,1,82,-5.36E-05,-1.21E-06,0,1,0,0,0,0,-2.24E-05,,1
928,0,0.164285714,1,1,144,-8.84E-06,-6.57E-07,0,1,0,0,0,0,-4.46E-06,,1
929,0.745714286,13.25646465,175,1.767676768,128.1515152,-6.75E-04,-5.11E-06,-1.63E-08,1.626262626,0,0,52,-8.36E-07,-1.34E-05,,-1
930,0,0.327142857,1,1,140,-2.81E-06,-3.28E-08,0,3,0,0,0,0,-1.40E-04,,1
931,0,0.411428571,3,3,140,-4.83E-07,-3.04E-08,0,2,0,0,0,0,-1.07E-04,,1
932,0,0.164285714,1,1,110,-3.78E-07,-1.05E-08,0,1,0,0,1,0,-2.81E-05,,1
933,0.031428571,0.303809524,11,3.666666667,102,-4.82E-05,-3.46E-06,-5.39E-09,0,0,0,1,-5.39E-08,-2.32E-05,,1
934,0,0.247142857,2,2,116,-2.51E-06,-7.65E-08,0,1,0,0,1,0,-2.70E-05,,1
935,0.008571429,0.207142857,5,2.5,91,-4.85E-05,-2.53E-06,-1.07E-08,0,0,0,2,-2.14E-08,-4.23E-06,,1
936,0.151428571,0.796428571,7,1.75,117.5,-2.90E-05,-3.40E-06,-1.20E-08,2,0,0,4,-2.00E-07,-2.41E-05,,-1
937,0.102857143,0.218095238,2,0.666666667,120.6666667,-8.66E-05,-9.27E-07,-4.96E-09,0.666666667,0,0,2,-1.74E-07,-3.54E-06,,1
938,0.002857143,0,0,0,140,-9.02E-03,-3.66E-05,0,0,0,0,2,-3.86E-09,-2.70E-06,,1
939,1.602857143,6.096416862,112,1.836065574,121.1803279,-1.23E-05,-2.69E-07,-2.91E-08,1.196721311,0,0,36,-2.01E-06,-2.83E-05,,-1
940,0,0.327142857,1,1,122,-8.90E-06,-7.29E-07,0,3,0,0,1,0,-2.29E-06,,1
941,0,0,0,0,91,-4.69E-05,-1.19E-06,0,0,0,0,1,0,-8.21E-07,,1
942,0,0.331428571,4,4,78,-1.05E-05,-3.57E-07,0,0,0,0,0,0,-2.63E-06,,1
943,0,0.578571429,6,6,143,-5.42E-05,-1.90E-06,0,1,0,0,0,0,-1.89E-05,,1
944,0.045714286,0.245714286,2,1,109,-1.44E-05,-2.95E-07,-1.97E-08,1,0,0,2,-2.95E-07,-2.08E-06,,1
945,0.014285714,0.817142857,8,2,110,-6.37E-06,-9.15E-07,0,2,0,0,4,-1.98E-08,-5.15E-08,,1
946,0,0.41,2,2,123,-1.76E-05,-2.00E-06,0,3,0,0,1,0,-8.47E-06,,1
947,0.008571429,0.082857143,3,1,60.66666667,-9.69E-06,-5.03E-07,0,0,0,0,0,-1.80E-08,-1.47E-06,,1
948,0.134285714,0.796428571,14,1.75,94.125,-1.31E-06,-2.34E-08,-1.17E-08,1,0,0,5,-1.72E-07,-1.25E-05,,-1
949,0,0.412857143,4,4,140,-1.88E-07,-3.99E-09,0,1,0,0,0,0,-4.03E-07,,1
950,0,0.082857143,1,1,117,-1.22E-05,-2.97E-07,0,0,0,0,0,0,-8.62E-05,,1
951,0,0,0,0,68,-2.50E-06,-2.16E-07,0,0,0,0,1,0,-4.87E-07,,1
952,0.028571429,0.288571429,5,2.5,131,-2.45E-05,-7.01E-07,-7.54E-09,0.5,0,0,3,-3.02E-08,-5.08E-05,,1
953,0.108571429,0.45,3,1.5,138,-6.37E-05,-2.81E-06,0,2,0,0,2,-4.38E-07,-9.14E-05,,1
954,0.005714286,0.247142857,4,2,65.5,-1.50E-03,-0.000106667,0,0.5,0,0,1,-2.67E-06,-1.96E-03,,1
955,0,0.164285714,1,1,121,-1.88E-03,-0.000125,0,1,0,0,0,0,-2.56E-04,,1
956,0,0.081428571,0,0,97,-3.85E-06,-8.40E-08,0,1,0,0,1,0,-1.73E-05,,1
957,0.637142857,0.49,11,1,101.4545455,-9.01E-03,-0.000171826,-3.84E-09,0.454545455,0,0,11,-8.52E-07,-3.53E-05,,-1
958,0,0.165714286,2,2,140,-8.88E-07,-1.33E-08,0,0,0,0,1,0,-6.38E-06,,1
959,0.074285714,0.176071429,17,2.125,86.5,-4.75E-04,-5.32E-07,-4.01E-08,0,0,0,2,-5.46E-08,-1.10E-05,,1
960,0.002857143,0.204285714,1,0.5,56.5,-5.17E-07,-6.16E-09,0,1,0,0,2,-6.16E-09,-4.28E-06,,1
961,0,0.164285714,1,1,144,-1.03E-04,-1.07E-05,0,1,0,0,0,0,-3.69E-04,,1
962,0.677142857,2.918571429,24,0.827586207,137.137931,-5.12E-03,-3.97E-05,0,1.206896552,0,0,1,-8.23E-07,-1.02E-05,,1
963,0,0.247142857,2,2,106,-1.02E-04,-7.39E-06,0,1,0,0,0,0,-1.25E-03,,1
964,0.731428571,0.328571429,4,2,116,-6.16E-06,-5.56E-07,0,1,0,0,1,-1.07E-06,-1.92E-04,,-1
965,0.191428571,0.153238095,13,0.866666667,86.6,-1.33E-05,-4.29E-07,-1.01E-08,0.066666667,0,0,7,-2.16E-07,-1.23E-06,,1
966,0,0.082857143,1,1,138,-4.72E-05,-1.31E-06,0,0,0,0,0,0,-2.21E-05,,1
967,0.882857143,0.790952381,32,2.666666667,115.5,-8.35E-03,-2.56E-05,-3.34E-09,0.583333333,0,0,12,-1.03E-06,-1.09E-05,,1
968,0,0.247142857,2,2,140,-5.36E-06,-2.24E-07,0,1,0,0,0,0,-1.51E-04,,1
969,0,0.245714286,1,1,73,-9.02E-06,-9.93E-07,0,2,0,0,1,0,-1.40E-05,,1
970,0,0.412857143,4,4,140,-4.26E-05,-2.71E-06,0,1,0,0,0,0,-3.31E-05,,1
971,0.337142857,0.273333333,4,1.333333333,133,-1.20E-05,-1.12E-07,-1.87E-08,0.666666667,0,0,0,-4.22E-07,-2.74E-04,,1
972,0,0.164285714,1,1,140,-1.27E-06,-6.46E-08,0,1,0,0,0,0,-5.45E-06,,1
973,0.025714286,0.17952381,13,2.166666667,92.5,-1.37E-06,-1.10E-07,0,0,0,0,0,-3.67E-08,-6.93E-08,,1
974,0.042857143,0.654285714,4,2,128.5,-5.21E-05,-6.86E-06,-1.24E-08,3,0,0,2,-4.96E-08,-9.37E-06,,1
975,0,0.082857143,1,1,124,-5.83E-05,-3.14E-06,0,0,0,0,2,0,-4.88E-05,,1
976,0,0.744285714,8,8,140,-3.48E-06,-1.45E-07,0,1,0,0,0,0,-1.27E-06,,1
977,0.014285714,0,0,0,140,-1.35E-06,-1.14E-08,0,0,0,0,4,-2.85E-08,-1.42E-07,,1
978,0.388571429,0.17174026,114,2.072727273,98.36363636,-3.61E-05,-3.26E-07,0,0,0,0,17,-5.10E-07,-5.92E-05,,-1
979,0,0.164285714,1,1,110,-7.61E-07,-4.75E-08,0,1,0,0,1,0,-2.12E-05,,1
980,0,0.247142857,2,2,96,-6.94E-06,-2.68E-07,0,1,0,0,1,0,-2.19E-05,,1
981,0.04,0.124285714,3,1.5,132.5,-1.86E-02,-0.00020317,-5.41E-09,0,0,0,4,-7.03E-08,-1.52E-05,,1
982,0,0.164285714,1,1,140,-6.06E-07,-6.27E-08,0,1,0,0,0,0,-6.55E-06,,1
983,0,0.082857143,1,1,85,-2.23E-05,-1.13E-06,0,0,0,0,0,0,-6.56E-05,,1
984,0.002857143,0.124285714,3,1.5,130.5,-3.04E-05,-1.08E-06,0,0,0,0,2,-3.70E-09,-1.11E-07,,1
985,0,0.492857143,3,3,116,-4.91E-06,-1.10E-07,0,3,0,0,1,0,-6.79E-05,,1
986,0,0.41,2,2,128,-5.30E-05,-1.14E-06,0,3,0,0,1,0,-3.28E-04,,1
987,0,0.164285714,1,1,60,-2.21E-06,-7.20E-08,0,1,0,0,1,0,-1.18E-06,,1
988,0,0.082857143,1,1,46,-5.73E-05,-1.10E-06,0,0,0,0,1,0,-3.69E-05,,1
989,0.04,0.386571429,27,2.7,119.4,-1.18E-04,-6.75E-07,0,0.2,0,0,6,-7.75E-08,-3.04E-06,,1
990,0.045714286,0.082857143,3,1,89.33333333,-1.62E-06,-2.68E-08,0,0,0,0,1,-6.12E-08,-2.11E-05,,1
991,0.074285714,0.451428571,5,2.5,136.5,-7.42E-07,-1.09E-08,0,1.5,0,0,1,-9.46E-08,-2.06E-05,,1
992,0,0.411428571,3,3,100,-1.17E-05,-4.04E-07,0,2,0,0,0,0,-2.22E-06,,1
993,0,0,0,0,84,-3.69E-06,-1.11E-07,0,0,0,0,1,0,-8.77E-05,,1
994,0,0.247142857,2,2,140,-1.27E-05,-1.38E-06,0,1,0,0,0,0,-7.55E-05,,1
995,0.028571429,0.165714286,8,2,45.75,-1.14E-05,-4.25E-07,0,0,0,0,0,-9.45E-08,-3.80E-05,,1
996,0.034285714,0.124285714,3,1.5,118.5,-2.77E-04,-9.64E-06,0,0,0,0,2,-4.52E-08,-7.39E-06,,1
997,0,0.081428571,0,0,144,-1.49E-05,-9.41E-07,0,1,0,0,0,0,-1.11E-04,,1
998,0.202857143,0.245714286,3,1,133.3333333,-1.17E-05,-4.64E-07,0,0.666666667,0,0,2,-2.57E-07,-4.58E-06,,1
999,0,0.247142857,2,2,140,-9.82E-07,-5.89E-08,0,1,0,0,0,0,-5.29E-06,,1
1000,0,0.495714286,5,5,128,-6.85E-06,-5.40E-07,0,1,0,0,1,0,-5.97E-06,,1
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
